0, 0.000651, -409,-6,185,-139,564,-12730,369,-275,2241, 0.006348,0.023682,0.000000, 0.148438,0.000000,-1.359375,-0.019999,-0.009998,0.009998, 4943,  0.005859,0.025146,0.000000, 110,3420,7358,7854,7315,8006,7283,7812,7283,8012,0
1, 0.002613, -47,-333,106,201,-1258,-7686,369,-275,2241, 0.006348,0.023438,0.000000, 0.148438,0.000000,-1.359375,-0.019999,-0.009998,0.009998, 4943,  0.005859,0.025146,0.000000, 110,3420,7372,7917,7300,7944,7342,7880,7396,7949,0
2, 0.004461, 211,67,106,1113,-532,-6425,369,-275,2241, 0.006592,0.023438,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7294,7884,7365,7967,7390,7880,7283,8012,0
3, 0.006379, -255,30,187,-122,912,-11033,402,-144,2248, 0.006348,0.023682,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7323,7855,7337,7995,7342,7880,7336,8012,0
4, 0.009263, -377,-292,174,-478,201,-11960,402,-144,2248, 0.006348,0.023682,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7379,7883,7286,7963,7396,7886,7342,8012,0
5, 0.011223, 150,0,76,1135,-841,-7786,402,-144,2248, 0.006348,0.023438,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7309,7889,7352,7960,7283,7880,7336,8012,0
6, 0.013148, 43,235,137,605,230,-7848,304,-151,2202, 0.006592,0.023682,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7280,7853,7381,7995,7396,7880,7283,7942,0
7, 0.015182, -331,-183,202,-865,622,-10504,304,-151,2202, 0.006348,0.023682,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7350,7873,7314,7973,7283,7880,7342,7949,0
8, 0.017099, -115,-571,111,-22,-561,-10293,304,-151,2202, 0.006348,0.023438,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7391,7937,7274,7908,7336,7886,7336,8012,0
9, 0.019028, 198,174,54,1812,-627,-8473,304,-151,2202, 0.006592,0.023438,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7284,7879,7377,7970,7283,7880,7336,8012,0
10, 0.020986, -113,438,135,412,691,-9096,304,-151,2202, 0.006592,0.023682,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7260,7822,7400,8028,7336,7880,7283,7949,0
11, 0.022935, -383,-420,191,-1464,284,-9581,304,-151,2202, 0.006348,0.023682,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7377,7897,7286,7950,7283,7880,7283,8012,0
12, 0.024834, -156,-714,108,291,-919,-8843,330,-165,2228, 0.006348,0.023193,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7411,7958,7249,7891,7342,7942,7283,8012,0
13, 0.027174, 172,457,13,1993,-267,-9724,330,-165,2228, 0.006348,0.023438,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7253,7850,7402,8005,7283,7818,7342,7942,0
14, 0.028935, -137,488,130,247,684,-10553,330,-165,2228, 0.006348,0.023926,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7251,7814,7403,8042,7283,7880,7342,7949,0
15, 0.030783, -346,-285,159,-1643,242,-8679,330,-165,2228, 0.006348,0.023926,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7351,7882,7303,7974,7342,7880,7283,7942,0
16, 0.032697, -32,-721,106,412,-1130,-7811,330,-165,2228, 0.006348,0.023438,0.000000, 0.148438,0.000000,-1.359375,-0.029999,-0.009998,0.000000, 4937,  0.005859,0.024170,0.000000, 110,3420,7395,7965,7258,7892,7396,7942,7283,7949,0
