0, 0.000601, 113,-952,30,-1836,-782,-4071,486,-27,2320, 0.008789,0.027588,-0.000244, -0.457031,0.328125,-1.250000,0.049999,-0.039999,-0.059999, 4990,  0.010986,0.027344,0.000000, 106,3462,7792,7665,7609,7642,7751,7451,7812,7751,0
1, 0.002644, 363,-119,23,2388,-201,-8718,486,-27,2320, 0.009277,0.027588,-0.000244, -0.457031,0.328125,-1.250000,0.049999,-0.039999,-0.059999, 4990,  0.010986,0.027344,0.000000, 106,3462,7686,7608,7706,7709,7751,7513,7751,7757,0
2, 0.004332, 139,972,135,1898,517,-14587,486,55,2307, 0.009277,0.028076,-0.000244, -0.457031,0.328125,-1.250000,0.049999,-0.039999,-0.059999, 4990,  0.010986,0.027344,0.000000, 106,3462,7559,7461,7830,7860,7692,7513,7692,7751,0
3, 0.006104, 2,407,124,-1988,-85,-10209,486,55,2307, 0.009277,0.028076,-0.000244, -0.457031,0.328125,-1.250000,0.049999,-0.039999,-0.059999, 4990,  0.010986,0.027588,0.000000, 106,3462,7614,7503,7770,7822,7751,7507,7692,7751,0
4, 0.008046, 102,-1046,74,-1481,-358,-4095,486,55,2307, 0.009277,0.027588,-0.000244, -0.457031,0.328125,-1.250000,0.049999,-0.039999,-0.059999, 4990,  0.010986,0.027588,0.000000, 106,3462,7781,7689,7597,7642,7751,7570,7757,7751,0
5, 0.010005, 139,-913,13,556,-122,-5861,486,55,2307, 0.009521,0.027344,-0.000244, -0.457031,0.328125,-1.250000,0.049999,-0.039999,-0.059999, 4990,  0.010986,0.027588,0.000000, 106,3462,7785,7707,7584,7634,7692,7513,7686,7751,0
6, 0.011961, 61,555,143,2638,169,-12723,415,20,2261, 0.009521,0.027588,-0.000244, -0.457031,0.328125,-1.250000,0.049999,-0.039999,-0.059999, 4990,  0.010986,0.027588,0.000000, 106,3462,7622,7537,7742,7807,7751,7513,7757,7757,0
7, 0.013934, -257,241,139,-2042,191,-9878,415,20,2261, 0.009521,0.027832,-0.000244, -0.457031,0.328125,-1.250000,0.049999,-0.039999,-0.059999, 4990,  0.010986,0.027588,0.000000, 106,3462,7667,7539,7695,7808,7692,7570,7692,7692,0
8, 0.015896, -217,-880,130,-2229,-176,-6047,415,20,2261, 0.009521,0.027344,-0.000244, -0.457031,0.328125,-1.250000,0.049999,-0.039999,-0.059999, 4990,  0.010986,0.027588,0.000000, 106,3462,7802,7674,7556,7677,7751,7570,7692,7757,0
9, 0.018023, -50,-873,100,890,-468,-6052,415,20,2261, 0.009521,0.026855,-0.000244, -0.457031,0.328125,-1.250000,0.049999,-0.039999,-0.059999, 4990,  0.010986,0.027588,0.000000, 106,3462,7812,7704,7543,7650,7751,7570,7686,7751,0
